"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US06001401000","Census Tract 4010, Alameda County, California","6185","847","2529","604","1397","546","67","74","424","216","89","96","777","597","902","466","346","231","556","396",
"1400000US06001401100","Census Tract 4011, Alameda County, California","5204","586","2441","452","933","404","0","19","914","262","10","16","372","213","534","311","0","19","534","311",
"1400000US06001401200","Census Tract 4012, Alameda County, California","2800","276","1796","315","286","140","0","13","312","109","0","13","113","81","293","129","43","34","250","123",
"1400000US06001401300","Census Tract 4013, Alameda County, California","4074","351","1726","309","902","246","25","26","854","194","0","13","135","125","432","221","88","68","344","206",
"1400000US06001401400","Census Tract 4014, Alameda County, California","5044","832","1560","330","1354","411","40","80","729","370","9","15","783","296","569","299","50","38","519","303",
"1400000US06001401500","Census Tract 4015, Alameda County, California","3083","515","891","170","1604","409","16","21","115","56","0","13","141","146","316","155","132","125","184","93",
"1400000US06001401600","Census Tract 4016, Alameda County, California","2419","344","692","195","727","169","35","36","249","121","27","34","420","222","269","168","119","135","150","101",
"1400000US06001401700","Census Tract 4017, Alameda County, California","3379","574","1369","411","806","435","0","13","453","119","24","23","330","145","397","193","108","112","289","154",
"1400000US06001401800","Census Tract 4018, Alameda County, California","1746","298","614","161","596","209","6","8","72","45","0","13","347","219","111","80","1","14","110","81",
"1400000US06001402200","Census Tract 4022, Alameda County, California","2489","402","840","190","843","322","24","18","337","117","18","32","146","66","281","128","133","89","148","88",
"1400000US06001402400","Census Tract 4024, Alameda County, California","2545","395","613","213","1279","343","12","23","300","147","0","13","49","61","292","162","44","39","248","139",
"1400000US06001402500","Census Tract 4025, Alameda County, California","1940","306","203","128","1029","293","0","13","381","162","0","13","206","165","121","78","26","40","95","78",
"1400000US06001402600","Census Tract 4026, Alameda County, California","1299","271","197","116","437","163","4","7","454","127","0","13","38","36","169","133","8","9","161","131",
"1400000US06001402700","Census Tract 4027, Alameda County, California","1988","322","616","223","717","170","0","13","313","154","0","13","252","168","90","58","53","48","37","28",
"1400000US06001402801","Census Tract 4028.01, Alameda County, California","3301","536","990","194","1230","527","31","47","582","228","0","13","67","64","401","205","65","73","336","184",
"1400000US06001402802","Census Tract 4028.02, Alameda County, California","1251","340","284","175","583","343","0","13","195","145","0","13","56","49","133","84","28","43","105","73",
"1400000US06001402900","Census Tract 4029, Alameda County, California","1638","292","426","104","291","132","3","6","742","253","0","13","100","52","76","53","9","15","67","51",
"1400000US06001403000","Census Tract 4030, Alameda County, California","2907","352","239","107","43","58","10","13","2373","327","73","89","37","28","132","91","0","13","132","91",
"1400000US06001403100","Census Tract 4031, Alameda County, California","2054","361","774","245","416","222","0","13","620","130","13","21","116","59","115","53","53","40","62","36",
"1400000US06001403301","Census Tract 4033.01, Alameda County, California","1950","355","353","137","47","54","91","81","1230","300","0","13","79","46","150","65","95","59","55","55",
"1400000US06001403302","Census Tract 4033.02, Alameda County, California","2279","351","1124","285","92","85","53","70","593","223","0","13","46","53","371","218","39","46","332","217",
"1400000US06001403401","Census Tract 4034.01, Alameda County, California","2882","376","1375","317","449","253","9","14","742","220","21","26","108","72","178","114","32","49","146","103",
"1400000US06001403402","Census Tract 4034.02, Alameda County, California","1197","172","513","178","217","126","0","13","258","138","43","67","0","13","166","69","36","45","130","54",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","4655","757","1831","551","949","324","39","39","1210","402","65","80","83","82","478","192","21","23","457","192",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","2008","260","1005","197","451","237","0","13","229","118","0","13","89","56","234","90","58","64","176","75",
"1400000US06001403600","Census Tract 4036, Alameda County, California","5318","565","2113","436","1523","372","58","59","562","228","0","19","290","227","772","349","257","213","515","330",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","3025","323","1470","284","633","235","0","13","504","210","0","13","229","141","189","99","37","36","152","90",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","2012","301","1097","238","341","140","0","13","304","125","0","13","62","61","208","100","54","56","154","97",
"1400000US06001403800","Census Tract 4038, Alameda County, California","3864","483","2585","335","617","349","5","8","416","119","5","8","39","28","197","81","82","46","115","71",
"1400000US06001403900","Census Tract 4039, Alameda County, California","4038","756","2557","715","391","250","19","22","600","233","0","13","53","53","418","333","178","166","240","251",
"1400000US06001404000","Census Tract 4040, Alameda County, California","3052","346","1697","297","470","178","7","11","420","130","20","25","86","59","352","143","119","93","233","96",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","3082","328","2245","340","240","127","12","20","277","94","0","13","93","81","215","116","33","28","182","114",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","2689","362","1582","206","147","82","50","54","364","109","0","13","154","116","392","242","56","54","336","254",
"1400000US06001404200","Census Tract 4042, Alameda County, California","3929","385","2718","369","195","199","12","15","631","174","32","44","90","65","251","124","39","35","212","122",
"1400000US06001404300","Census Tract 4043, Alameda County, California","3562","404","2576","378","41","48","26","37","519","137","0","13","80","45","320","160","169","100","151","101",
"1400000US06001404400","Census Tract 4044, Alameda County, California","5916","577","3539","521","172","115","39","46","947","259","0","19","55","87","1164","327","184","141","980","311",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","1843","209","1215","190","91","59","0","13","201","84","29","42","26","27","281","122","90","98","191","67",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","6292","741","4592","597","264","211","17","21","877","460","0","19","86","72","456","188","69","75","387","180",
"1400000US06001404600","Census Tract 4046, Alameda County, California","5063","624","3169","324","332","219","0","19","724","160","135","157","69","57","634","279","140","174","494","213",
"1400000US06001404700","Census Tract 4047, Alameda County, California","2153","255","1530","238","110","56","0","13","259","125","7","11","63","56","184","76","49","35","135","62",
"1400000US06001404800","Census Tract 4048, Alameda County, California","2722","343","1691","345","314","214","25","33","454","173","0","13","65","58","173","105","12","20","161","102",
"1400000US06001404900","Census Tract 4049, Alameda County, California","4461","435","2763","297","338","142","36","27","632","133","42","47","180","187","470","213","218","176","252","108",
"1400000US06001405000","Census Tract 4050, Alameda County, California","3718","353","2059","280","567","192","0","13","463","108","0","13","102","77","527","204","218","157","309","118",
"1400000US06001405100","Census Tract 4051, Alameda County, California","4479","358","2872","349","276","88","0","13","640","192","7","11","85","59","599","220","159","84","440","188",
"1400000US06001405200","Census Tract 4052, Alameda County, California","4936","1034","1966","284","519","137","0","13","1834","986","0","13","256","147","361","128","169","75","192","100",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","2988","428","1570","282","431","273","0","13","434","175","6","11","249","121","298","120","103","77","195","85",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","2457","361","944","214","522","176","38","60","748","204","0","13","83","79","122","73","32","33","90","73",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","3583","470","1024","242","515","208","0","13","1168","297","0","13","688","306","188","88","19","20","169","84",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","3492","643","823","368","580","226","32","40","1066","307","17","18","895","461","79","66","0","13","79","66",
"1400000US06001405500","Census Tract 4055, Alameda County, California","3644","526","1244","243","633","406","94","130","1140","265","66","69","293","161","174","86","11","16","163","87",
"1400000US06001405600","Census Tract 4056, Alameda County, California","3184","438","1079","196","574","221","118","127","780","385","0","13","357","264","276","126","66","44","210","117",
"1400000US06001405700","Census Tract 4057, Alameda County, California","3722","534","624","185","1024","377","15","18","1182","227","0","13","638","436","239","116","39","46","200","98",
"1400000US06001405800","Census Tract 4058, Alameda County, California","4157","604","657","336","701","244","58","85","2031","459","0","13","324","213","386","284","95","110","291","254",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","4175","686","827","640","467","207","45","48","1466","389","85","102","699","366","586","343","480","322","106","89",
"1400000US06001405902","Census Tract 4059.02, Alameda County, California","3063","469","506","232","323","112","25","26","1192","223","0","13","660","278","357","180","118","84","239","159",
"1400000US06001406000","Census Tract 4060, Alameda County, California","4288","556","1109","270","614","247","35","45","1761","340","14","19","575","305","180","92","62","59","118","75",
"1400000US06001406100","Census Tract 4061, Alameda County, California","5072","826","1250","460","488","347","44","45","1201","380","7","13","1744","750","338","158","166","100","172","111",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","5134","634","365","170","976","440","216","228","1501","318","0","19","2027","647","49","48","4","5","45","48",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","4947","599","935","393","638","277","227","171","700","232","0","13","2017","513","430","245","272","181","158","110",
"1400000US06001406300","Census Tract 4063, Alameda County, California","4557","847","816","227","956","445","16","21","911","269","76","68","1441","622","341","233","234","203","107","104",
"1400000US06001406400","Census Tract 4064, Alameda County, California","2559","586","801","213","451","130","16","18","439","175","62","63","574","530","216","78","79","51","137","66",
"1400000US06001406500","Census Tract 4065, Alameda County, California","6342","827","1267","362","996","393","244","206","1275","333","231","212","1657","665","672","343","470","302","202","134",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","4740","599","1098","285","1084","402","135","114","959","287","0","13","867","254","597","311","266","227","331","159",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","2800","369","439","157","614","268","37","36","890","267","0","13","509","259","311","146","98","102","213","151",
"1400000US06001406700","Census Tract 4067, Alameda County, California","5571","632","2898","470","536","194","1","3","1074","141","261","300","215","204","586","330","81","57","505","341",
"1400000US06001406800","Census Tract 4068, Alameda County, California","3925","551","1331","210","769","558","10","14","837","194","7","12","489","263","482","230","152","148","330","153",
"1400000US06001406900","Census Tract 4069, Alameda County, California","3963","606","1582","251","740","258","0","13","1080","400","37","58","68","108","456","252","46","32","410","256",
"1400000US06001407000","Census Tract 4070, Alameda County, California","5986","981","1230","408","922","301","121","124","1098","446","0","19","1709","868","906","336","327","224","579","256",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","3813","801","461","198","604","312","37","39","1096","735","0","13","1462","483","153","105","24","31","129","102",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4337","872","410","141","943","388","54","59","1162","776","0","13","1474","419","294","142","83","69","211","126",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6820","881","1600","431","399","324","82","110","804","318","2","4","3436","796","497","434","379","450","118","69",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2484","420","721","243","139","84","4","6","142","103","0","13","1386","427","92","53","36","41","56","37",
"1400000US06001407400","Census Tract 4074, Alameda County, California","4249","673","574","448","1479","596","203","202","373","132","35","42","1359","391","226","166","89","80","137","146",
"1400000US06001407500","Census Tract 4075, Alameda County, California","4165","741","499","261","1131","404","20","28","494","491","4","9","1594","628","423","313","221","232","202","196",
"1400000US06001407600","Census Tract 4076, Alameda County, California","6329","722","1548","589","1796","436","279","420","707","246","0","19","1317","633","682","419","47","57","635","411",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4121","407","1844","426","948","242","0","13","348","159","27","39","425","254","529","199","117","84","412","183",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2871","367","1190","234","608","191","83","122","448","167","4","8","263","216","275","137","99","92","176","99",
"1400000US06001407900","Census Tract 4079, Alameda County, California","2869","435","1365","207","666","248","0","13","260","77","0","13","99","104","479","240","50","44","429","238",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2952","435","1850","351","237","145","28","32","483","137","0","13","172","119","182","109","94","77","88","85",
"1400000US06001408100","Census Tract 4081, Alameda County, California","6982","643","2722","410","1421","518","9","16","1988","500","0","19","286","194","556","221","181","137","375","173",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4983","621","1423","436","2459","512","0","13","251","148","0","13","393","250","457","218","170","115","287","158",
"1400000US06001408300","Census Tract 4083, Alameda County, California","5208","639","1499","322","1924","481","21","24","683","355","135","147","515","324","431","212","53","46","378","203",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3825","600","371","202","1536","436","0","13","282","211","10","15","1332","623","294","210","177","177","117","102",
"1400000US06001408500","Census Tract 4085, Alameda County, California","5969","821","271","230","2651","584","1","4","212","267","47","84","2460","567","327","247","52","109","275","218",
"1400000US06001408600","Census Tract 4086, Alameda County, California","7471","1049","950","527","3074","760","121","120","335","331","0","19","2324","872","667","400","98","84","569","411",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7666","1155","865","439","2813","493","22","35","356","267","0","19","3288","878","322","204","251","202","71","72",
"1400000US06001408800","Census Tract 4088, Alameda County, California","7688","1004","404","249","2924","615","38","65","336","142","159","175","2732","766","1095","942","691","841","404","416",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3970","569","495","230","918","237","0","13","117","83","22","24","2222","582","196","113","85","91","111","94",
"1400000US06001409000","Census Tract 4090, Alameda County, California","4690","1052","217","125","1318","405","0","13","284","126","0","13","2574","992","297","222","243","217","54","54",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2576","375","557","330","525","205","189","212","183","147","0","13","981","372","141","119","93","103","48","58",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3508","442","463","220","1117","256","0","13","142","91","0","13","1530","396","256","174","73","63","183","131",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5461","774","506","280","1249","227","120","188","246","192","23","32","2895","709","422","223","252","190","170","113",
"1400000US06001409400","Census Tract 4094, Alameda County, California","5265","928","709","320","840","293","37","58","186","117","0","19","2992","853","501","312","247","244","254","219",
"1400000US06001409500","Census Tract 4095, Alameda County, California","4117","560","927","450","800","248","90","119","49","48","59","92","2014","509","178","146","167","143","11","16",
"1400000US06001409600","Census Tract 4096, Alameda County, California","5021","757","424","228","1706","484","23","38","49","68","39","39","2433","565","347","287","275","284","72","61",
"1400000US06001409700","Census Tract 4097, Alameda County, California","5217","786","753","317","1794","483","0","19","39","48","73","79","1564","523","994","699","246","147","748","675",
"1400000US06001409800","Census Tract 4098, Alameda County, California","3444","517","948","273","1809","350","80","109","146","100","0","13","84","56","377","248","50","79","327","233",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3836","542","1265","270","1644","426","0","13","196","93","0","13","192","239","539","246","84","76","455","237",
"1400000US06001410000","Census Tract 4100, Alameda County, California","3209","595","975","233","1525","459","11","18","163","79","19","27","71","64","445","196","89","70","356","201",
"1400000US06001410100","Census Tract 4101, Alameda County, California","3065","386","429","205","1513","304","0","13","229","110","37","28","483","220","374","174","110","101","264","133",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3284","510","329","212","1766","426","40","54","181","112","5","15","832","545","131","123","0","13","131","123",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3788","385","672","241","883","219","53","60","100","80","10","16","1815","458","255","145","156","133","99","63",
"1400000US06001410400","Census Tract 4104, Alameda County, California","4353","835","465","217","1224","364","222","219","400","129","28","29","1401","388","613","549","483","536","130","106",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2853","396","735","348","1585","409","8","12","274","139","35","29","89","89","127","103","5","7","122","102",
"1400000US06001426100","Census Tract 4261, Alameda County, California","6497","546","4765","514","0","19","0","19","1533","457","0","19","0","19","199","155","0","19","199","155",
"1400000US06001426200","Census Tract 4262, Alameda County, California","4871","543","3580","517","159","157","0","13","812","198","10","16","12","19","298","126","53","49","245","108",
"1400000US06001981900","Census Tract 9819, Alameda County, California","18","21","18","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06001982000","Census Tract 9820, Alameda County, California","48","21","26","15","6","8","2","4","14","22","0","13","0","13","0","13","0","13","0","13",
"1400000US06001983200","Census Tract 9832, Alameda County, California","755","116","455","82","84","57","0","13","161","60","2","4","32","30","21","19","9","13","12","13",
"1600000US0653000","Oakland city, California","437548","142","146347","3055","96460","2461","4402","798","68616","2307","2335","542","78105","3500","41283","2204","13707","1589","27576","1863",
"1600000US0656938","Piedmont city, California","11368","25","8345","414","159","157","0","21","2345","423","10","16","12","19","497","199","53","49","444","190",
