"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US06001406400","Census Tract 4064, Alameda County, California","2545","305","1037","203","536","231","29","23","483","161","16","22","223","177","221","91","41","44","180","85",
"1400000US06001406500","Census Tract 4065, Alameda County, California","6586","520","1315","412","1255","349","410","348","947","288","185","170","2073","568","401","272","78","91","323","257",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","4955","541","976","274","1042","362","107","143","1089","310","0","12","1182","404","559","310","146","176","413","256",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","2698","310","530","163","485","106","62","53","973","305","5","8","474","262","169","76","47","46","122","64",
"1400000US06001406700","Census Tract 4067, Alameda County, California","5159","463","2754","388","765","229","34","52","1059","241","0","17","258","232","289","142","22","36","267","136",
"1400000US06001406800","Census Tract 4068, Alameda County, California","3611","273","1513","230","412","198","16","18","761","134","0","12","568","322","341","200","100","130","241","107",
"1400000US06001406900","Census Tract 4069, Alameda County, California","3608","259","1854","224","670","230","15","24","593","255","12","19","118","134","346","159","9","14","337","157",
"1400000US06001407000","Census Tract 4070, Alameda County, California","5869","643","1156","383","1234","410","119","118","1453","513","0","17","1132","497","775","456","189","214","586","394",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","3821","456","621","302","571","263","8","12","956","128","0","12","1586","503","79","65","16","21","63","61",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4387","381","611","195","1143","260","121","98","628","155","10","19","1471","394","403","184","59","55","344","176",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6985","705","2001","500","598","334","136","124","968","298","3","6","3037","781","242","124","48","39","194","119",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2420","253","1065","283","266","120","3","4","236","122","12","19","753","225","85","55","10","15","75","52",
"1400000US06001407400","Census Tract 4074, Alameda County, California","4531","627","478","326","844","298","33","50","337","219","9","15","2518","672","312","181","88","107","224","163",
"1400000US06001407500","Census Tract 4075, Alameda County, California","4299","559","558","274","1254","358","46","51","278","193","5","10","1796","538","362","307","181","207","181","230",
"1400000US06001407600","Census Tract 4076, Alameda County, California","6327","817","1317","268","2496","583","0","17","526","227","0","17","1309","606","679","318","41","48","638","317",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4122","362","1532","241","1784","312","0","12","210","118","17","19","253","150","326","167","75","94","251","142",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2728","213","1105","160","645","130","5","9","557","156","3","6","188","120","225","89","39","33","186","88",
"1400000US06001407900","Census Tract 4079, Alameda County, California","2873","273","1508","198","530","173","0","12","456","96","2","4","186","149","191","93","0","12","191","93",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2700","164","1652","147","255","102","12","21","499","108","2","5","143","71","137","88","22","28","115","84",
"1400000US06001408100","Census Tract 4081, Alameda County, California","6320","502","2702","350","1506","374","0","17","1303","211","0","17","296","160","513","178","111","77","402","164",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4570","417","1104","291","2375","448","57","66","238","99","30","46","303","238","463","232","55","59","408","227",
"1400000US06001408300","Census Tract 4083, Alameda County, California","5047","399","1427","278","1900","284","20","24","589","248","123","142","622","280","366","168","25","41","341","163",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3201","369","502","250","1620","441","0","12","52","55","21","23","851","360","155","118","40","54","115","79",
"1400000US06001408500","Census Tract 4085, Alameda County, California","5977","593","271","203","2236","349","2","4","132","187","113","97","2920","553","303","167","133","89","170","125",
"1400000US06001408600","Census Tract 4086, Alameda County, California","7096","746","949","428","2526","558","28","23","302","206","0","17","2857","847","434","277","64","55","370","267",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7909","629","1299","434","3312","488","21","33","181","139","0","17","2398","682","698","407","145","139","553","425",
"1400000US06001408800","Census Tract 4088, Alameda County, California","7149","724","727","313","2718","577","36","58","308","156","361","300","2866","774","133","89","104","93","29","47",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3546","357","506","185","853","205","0","12","162","110","35","31","1832","319","158","108","42","64","116","90",
"1400000US06001409000","Census Tract 4090, Alameda County, California","4687","593","440","195","1638","427","48","75","221","145","6","10","2126","781","208","203","148","192","60","61",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2490","231","721","314","726","237","126","147","109","91","0","12","609","228","199","125","54","56","145","113",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3672","272","372","125","1171","137","26","27","246","108","0","12","1534","299","323","160","93","95","230","126",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5303","623","927","361","1315","307","0","17","148","125","27","33","2689","650","197","114","46","49","151","108",
"1400000US06001409400","Census Tract 4094, Alameda County, California","4780","652","1019","465","800","279","0","12","443","267","15","24","2335","650","168","114","34","40","134","114",
"1400000US06001409500","Census Tract 4095, Alameda County, California","4128","347","910","264","1050","200","105","131","69","55","83","116","1801","349","110","83","59","65","51","50",
"1400000US06001409600","Census Tract 4096, Alameda County, California","4978","629","517","234","1653","585","13","18","233","209","36","33","2432","696","94","63","32","27","62","60",
"1400000US06001409700","Census Tract 4097, Alameda County, California","4991","598","836","346","1598","303","0","12","94","90","26","29","2107","562","330","169","106","78","224","128",
"1400000US06001409800","Census Tract 4098, Alameda County, California","3516","512","925","278","1975","417","11","15","285","259","0","12","120","98","200","115","24","40","176","109",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3642","402","1208","190","1715","326","11","16","265","76","0","12","72","75","371","212","20","22","351","213",
"1400000US06001410000","Census Tract 4100, Alameda County, California","3242","342","1054","205","1311","283","8","13","158","101","29","43","111","88","571","284","114","94","457","264",
"1400000US06001410100","Census Tract 4101, Alameda County, California","2667","227","387","96","1513","188","0","12","129","71","14","14","266","107","358","135","53","44","305","125",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3630","464","215","153","2179","361","31","42","104","137","86","127","913","395","102","115","0","12","102","115",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3857","288","996","239","966","199","38","54","133","88","51","78","1441","282","232","110","112","87","120","74",
"1400000US06001410400","Census Tract 4104, Alameda County, California","4477","388","814","214","1505","310","123","131","486","149","23","23","1376","353","150","70","46","49","104","67",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2705","285","547","203","1663","307","7","11","294","149","24","26","110","98","60","34","4","6","56","33",
"1400000US06001426100","Census Tract 4261, Alameda County, California","6521","213","4917","269","45","63","0","17","1298","197","0","17","0","17","261","161","0","17","261","161",
"1400000US06001426200","Census Tract 4262, Alameda County, California","4796","209","3513","195","110","94","4","7","722","129","7","12","19","23","421","179","13","23","408","179",
"1400000US06001981900","Census Tract 9819, Alameda County, California","58","43","58","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US06001982000","Census Tract 9820, Alameda County, California","63","28","14","14","23","26","2","3","20","23","0","12","0","12","4","6","4","6","0","12",
"1400000US06001983200","Census Tract 9832, Alameda County, California","583","68","341","60","53","38","9","12","138","47","3","4","19","20","20","14","0","12","20","14",
"1600000US0653000","Oakland city, California","425097","103","150827","2414","100966","2371","3832","584","65902","2032","2374","490","72004","2307","29192","1542","5258","668","23934","1475",
"1600000US0656938","Piedmont city, California","11317","52","8430","297","155","112","4","7","2020","231","7","12","19","23","682","236","13","23","669","235",
