"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US06001406000","Census Tract 4060, Alameda County, California","3890","535","959","284","723","330","6","12","1454","393","7","14","590","353","151","93","30","40","121","82",
"1400000US06001406100","Census Tract 4061, Alameda County, California","4721","700","1543","492","444","360","283","250","792","248","27","41","1366","553","266","153","116","87","150","95",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","4954","664","354","172","925","360","69","63","1403","301","18","31","2090","700","95","62","5","9","90","62",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","4712","596","1251","343","481","193","384","205","605","153","0","13","1671","526","320","214","183","150","137","89",
"1400000US06001406300","Census Tract 4063, Alameda County, California","4403","702","763","231","1078","396","18","23","950","370","0","13","1322","563","272","175","167","154","105","82",
"1400000US06001406400","Census Tract 4064, Alameda County, California","2548","601","937","270","421","188","14","16","445","154","33","35","486","491","212","75","69","55","143","63",
"1400000US06001406500","Census Tract 4065, Alameda County, California","6400","768","1171","374","858","291","173","170","1365","440","244","205","2100","652","489","308","296","275","193","134",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","4726","626","1050","253","1138","413","90","132","999","286","0","13","1006","353","443","318","202","231","241","145",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","2417","342","457","160","544","233","19","22","780","241","4","8","474","211","139","63","22","24","117","59",
"1400000US06001406700","Census Tract 4067, Alameda County, California","5019","678","2494","450","583","180","41","63","904","179","230","276","279","239","488","373","31","32","457","363",
"1400000US06001406800","Census Tract 4068, Alameda County, California","3668","506","1285","200","664","498","12","13","907","193","6","10","486","226","308","153","85","96","223","106",
"1400000US06001406900","Census Tract 4069, Alameda County, California","3895","583","1568","287","596","228","0","13","958","397","40","59","232","205","501","261","27","25","474","266",
"1400000US06001407000","Census Tract 4070, Alameda County, California","5780","903","1364","523","1090","478","53","78","1290","612","0","19","913","573","1070","398","328","245","742","316",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","3869","761","465","203","503","222","40","48","1253","697","0","13","1475","405","133","108","18","23","115","105",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4603","966","570","163","819","209","46","49","1231","780","0","13","1596","560","341","167","48","46","293","163",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6901","900","1518","497","376","175","94","101","767","290","3","6","3649","870","494","409","316","407","178","106",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2461","398","949","280","219","120","4","5","87","58","0","13","1129","383","73","49","12","17","61","47",
"1400000US06001407400","Census Tract 4074, Alameda County, California","4183","886","463","253","1334","714","17","28","349","126","12","20","1725","502","283","193","74","70","209","173",
"1400000US06001407500","Census Tract 4075, Alameda County, California","4242","637","560","279","1037","321","36","37","569","516","4","10","1737","578","299","319","201","276","98","146",
"1400000US06001407600","Census Tract 4076, Alameda County, California","5947","915","1613","552","1952","444","0","19","465","165","0","19","1133","637","784","440","31","47","753","429",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4255","581","1836","381","1601","373","0","13","236","136","24","26","131","109","427","183","97","87","330","158",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2734","308","1090","200","726","215","5","9","430","114","3","7","243","179","237","116","72","83","165","75",
"1400000US06001407900","Census Tract 4079, Alameda County, California","2800","428","1376","224","559","199","0","13","344","78","0","13","155","142","366","256","15","24","351","254",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2827","432","1746","341","305","184","32","36","331","156","0","13","195","131","218","124","108","102","110","94",
"1400000US06001408100","Census Tract 4081, Alameda County, California","6795","755","2630","360","1460","505","0","19","1862","494","0","19","320","213","523","184","148","118","375","162",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4588","695","1323","422","2127","440","25","41","213","108","29","41","316","243","555","244","156","113","399","229",
"1400000US06001408300","Census Tract 4083, Alameda County, California","4954","694","1292","278","1919","495","18","21","674","324","110","128","546","310","395","189","11","17","384","186",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3278","550","436","234","1521","388","0","13","141","163","6","11","905","424","269","212","140","166","129","96",
"1400000US06001408500","Census Tract 4085, Alameda County, California","5796","760","269","190","2519","543","2","4","169","214","82","78","2434","582","321","200","95","79","226","187",
"1400000US06001408600","Census Tract 4086, Alameda County, California","7159","1076","723","328","2639","866","14","18","352","316","0","19","2829","743","602","411","75","66","527","395",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7536","1294","917","352","2922","576","29","46","404","253","0","19","2907","1189","357","226","163","160","194","165",
"1400000US06001408800","Census Tract 4088, Alameda County, California","6622","1132","691","427","2503","736","31","53","363","159","144","186","2171","746","719","784","671","783","48","54",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3660","504","510","229","819","239","0","13","126","82","30","28","2017","516","158","97","57","75","101","87",
"1400000US06001409000","Census Tract 4090, Alameda County, California","4756","976","293","169","1456","341","55","82","252","142","0","13","2486","823","214","241","156","239","58","52",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2477","329","619","341","646","210","203","207","117","80","4","7","800","301","88","59","38","42","50","47",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3526","459","422","180","1069","202","0","13","195","90","0","13","1509","380","331","194","105","91","226","146",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5153","783","674","289","1210","292","119","183","103","99","17","24","2698","715","332","192","202","158","130","108",
"1400000US06001409400","Census Tract 4094, Alameda County, California","5141","719","1271","534","722","243","34","51","354","137","12","20","2381","840","367","255","135","175","232","186",
"1400000US06001409500","Census Tract 4095, Alameda County, California","3877","550","1007","397","738","212","104","121","62","52","73","101","1795","426","98","72","59","56","39","47",
"1400000US06001409600","Census Tract 4096, Alameda County, California","4594","613","574","234","1515","426","13","17","106","115","39","36","2044","530","303","274","245","267","58","57",
"1400000US06001409700","Census Tract 4097, Alameda County, California","5226","869","761","312","1625","366","0","19","48","50","75","61","1840","524","877","653","177","109","700","643",
"1400000US06001409800","Census Tract 4098, Alameda County, California","3403","730","954","304","1793","494","76","107","254","269","0","13","79","74","247","169","23","37","224","166",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3695","551","1220","306","1490","412","7","12","299","145","0","13","224","255","455","270","24","29","431","280",
"1400000US06001410000","Census Tract 4100, Alameda County, California","3358","538","1124","298","1526","502","6","9","84","69","22","34","113","97","483","250","133","103","350","219",
"1400000US06001410100","Census Tract 4101, Alameda County, California","2746","404","454","184","1518","320","0","13","126","58","26","19","305","100","317","149","45","37","272","144",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3585","538","263","153","2242","377","29","43","189","139","114","150","643","512","105","113","0","13","105","113",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3842","423","751","236","862","202","28","45","122","78","45","62","1702","439","332","161","231","158","101","70",
"1400000US06001410400","Census Tract 4104, Alameda County, California","4398","760","624","245","1438","409","133","128","383","119","28","30","1197","304","595","541","443","521","152","79",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2547","325","653","333","1478","292","6","9","252","106","27","31","59","70","72","47","4","7","68","46",
"1400000US06001426100","Census Tract 4261, Alameda County, California","6704","451","4945","472","35","54","0","19","1480","455","0","19","0","19","244","160","0","19","244","160",
"1400000US06001426200","Census Tract 4262, Alameda County, California","4750","451","3506","419","168","177","0","13","751","166","19","22","9","16","297","135","9","20","288","134",
"1400000US06001981900","Census Tract 9819, Alameda County, California","47","43","47","43","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06001982000","Census Tract 9820, Alameda County, California","26","16","15","14","5","7","2","4","0","13","0","13","0","13","4","6","4","6","0","13",
"1400000US06001983200","Census Tract 9832, Alameda County, California","587","101","370","80","67","44","6","9","114","44","2","4","10","11","18","13","0","13","18","13",
"1600000US0653000","Oakland city, California","422575","64","145182","2868","95874","2602","3802","587","66582","2564","2524","628","73000","2731","35611","2381","10366","1603","25245","1739",
"1600000US0656938","Piedmont city, California","11454","23","8451","488","203","179","0","21","2231","426","19","22","9","16","541","219","9","20","532","219",
