"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US06001401000","Census Tract 4010, Alameda County, California","6024","499","2360","549","2111","612","6","9","269","125","96","116","457","276","725","340","175","129","550","309",
"1400000US06001401100","Census Tract 4011, Alameda County, California","4366","417","2505","366","517","254","0","12","925","318","0","12","122","101","297","124","18","29","279","121",
"1400000US06001401200","Census Tract 4012, Alameda County, California","2577","167","1758","179","357","86","11","24","243","97","0","12","124","92","84","49","7","11","77","49",
"1400000US06001401300","Census Tract 4013, Alameda County, California","3855","354","1622","224","1244","295","40","34","617","134","0","12","85","98","247","106","90","70","157","79",
"1400000US06001401400","Census Tract 4014, Alameda County, California","4331","502","1259","254","1425","342","81","81","549","360","11","17","616","223","390","275","20","26","370","272",
"1400000US06001401500","Census Tract 4015, Alameda County, California","2663","301","1182","241","988","178","9","14","103","61","24","39","155","123","202","81","6","9","196","80",
"1400000US06001401600","Census Tract 4016, Alameda County, California","2269","207","801","216","844","160","0","12","240","102","19","25","210","80","155","88","0","12","155","88",
"1400000US06001401700","Census Tract 4017, Alameda County, California","3002","355","1200","205","864","231","0","12","267","80","9","17","501","292","161","121","23","71","138","86",
"1400000US06001401800","Census Tract 4018, Alameda County, California","1794","218","637","170","671","204","6","8","73","43","0","12","208","122","199","144","0","12","199","144",
"1400000US06001402200","Census Tract 4022, Alameda County, California","2527","222","846","195","718","144","30","34","483","153","0","12","285","73","165","78","39","39","126","64",
"1400000US06001402400","Census Tract 4024, Alameda County, California","2787","319","711","233","1557","323","7","10","273","126","11","16","74","96","154","115","21","31","133","103",
"1400000US06001402500","Census Tract 4025, Alameda County, California","1786","225","190","109","1202","231","0","12","188","118","0","12","64","84","142","87","32","47","110","78",
"1400000US06001402600","Census Tract 4026, Alameda County, California","1196","122","218","79","289","76","0","12","553","91","0","12","72","58","64","41","6","9","58","40",
"1400000US06001402700","Census Tract 4027, Alameda County, California","1842","197","571","150","783","166","12","17","220","98","0","12","172","130","84","58","25","28","59","53",
"1400000US06001402900","Census Tract 4029, Alameda County, California","1427","115","342","68","254","67","30","35","549","70","0","12","175","85","77","44","0","12","77","44",
"1400000US06001403000","Census Tract 4030, Alameda County, California","2969","225","217","88","115","161","32","42","2424","219","96","87","61","55","24","28","0","12","24","28",
"1400000US06001403100","Census Tract 4031, Alameda County, California","1668","227","467","104","303","125","19","27","690","112","12","20","102","55","75","41","34","37","41","21",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","4644","317","1744","301","1190","266","73","60","1070","289","27","30","56","54","484","191","28","39","456","191",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","2035","186","1062","168","487","163","0","12","275","135","0","12","80","52","131","64","28","30","103","59",
"1400000US06001403600","Census Tract 4036, Alameda County, California","5252","580","2064","331","1775","592","43","65","559","192","0","17","225","133","586","269","124","125","462","243",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","2795","202","1600","194","555","144","0","12","314","136","0","12","159","72","167","67","18","20","149","63",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","1898","197","1032","180","276","96","0","12","330","145","6","12","118","103","136","81","18","20","118","78",
"1400000US06001403800","Census Tract 4038, Alameda County, California","3343","238","2397","274","216","99","0","12","484","134","0","12","26","22","220","94","9","14","211","94",
"1400000US06001403900","Census Tract 4039, Alameda County, California","4020","289","2303","303","629","297","16","21","701","204","0","12","63","62","308","174","93","102","215","140",
"1400000US06001404000","Census Tract 4040, Alameda County, California","2998","213","1977","203","196","100","24","28","365","130","70","67","102","60","264","116","14","18","250","111",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","3088","234","2077","247","236","103","7","12","383","110","0","12","75","59","310","138","16","20","294","138",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","2605","168","1875","177","108","62","3","5","338","113","19","29","98","84","164","91","43","54","121","78",
"1400000US06001404200","Census Tract 4042, Alameda County, California","3849","257","2573","203","244","136","10","12","673","275","37","31","71","44","241","108","14","13","227","108",
"1400000US06001404300","Census Tract 4043, Alameda County, California","3437","193","2280","275","95","90","0","12","462","124","0","12","148","116","452","233","144","123","308","191",
"1400000US06001404400","Census Tract 4044, Alameda County, California","5475","222","4009","291","99","76","33","41","859","161","0","17","0","17","475","222","15","25","460","221",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","1795","112","1278","143","73","52","0","12","251","96","7","11","38","51","148","64","0","12","148","64",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","6070","318","4561","375","174","140","11","18","793","236","0","17","18","28","513","213","14","24","499","211",
"1400000US06001404600","Census Tract 4046, Alameda County, California","4688","306","3341","252","221","114","6","9","707","191","104","155","83","61","226","123","29","32","197","119",
"1400000US06001404700","Census Tract 4047, Alameda County, California","2079","133","1621","147","134","62","6","9","246","133","7","14","27","26","38","45","0","12","38","45",
"1400000US06001404800","Census Tract 4048, Alameda County, California","2707","176","1505","177","321","161","109","134","381","139","14","22","59","48","318","136","67","90","251","126",
"1400000US06001404900","Census Tract 4049, Alameda County, California","3973","201","2600","215","394","133","56","36","469","113","78","68","23","24","353","116","15","18","338","114",
"1400000US06001405000","Census Tract 4050, Alameda County, California","3269","185","2151","222","381","144","14","17","368","93","0","12","123","110","232","119","26","27","206","117",
"1400000US06001405100","Census Tract 4051, Alameda County, California","4324","253","2712","236","766","313","0","12","395","110","0","12","77","58","374","134","20","31","354","139",
"1400000US06001405200","Census Tract 4052, Alameda County, California","5188","396","2242","322","649","113","42","37","1564","394","21","34","241","122","429","186","141","103","288","154",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","2955","188","1438","166","681","139","0","12","344","85","14","15","242","137","236","105","38","34","198","94",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","2454","240","1028","216","288","122","8","12","796","188","0","12","139","119","195","112","15","17","180","108",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","3890","299","830","201","929","261","0","12","1418","256","0","12","517","246","196","94","15","19","181","92",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","3275","337","572","172","984","316","43","43","958","245","102","106","485","230","131","127","0","12","131","127",
"1400000US06001405500","Census Tract 4055, Alameda County, California","4063","271","1373","252","612","196","32","43","1737","298","29","42","51","46","229","111","16","25","213","108",
"1400000US06001405600","Census Tract 4056, Alameda County, California","3292","335","1234","271","538","214","101","112","728","232","0","12","455","291","236","101","83","63","153","77",
"1400000US06001405700","Census Tract 4057, Alameda County, California","3434","418","734","225","877","219","19","20","1231","227","0","12","398","295","175","81","12","19","163","79",
"1400000US06001405800","Census Tract 4058, Alameda County, California","4645","425","1155","413","908","357","99","101","2024","389","20","30","308","188","131","93","53","58","78","61",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","4348","500","683","350","811","244","214","173","1492","396","41","64","1048","392","59","49","39","50","20","33",
"1400000US06001405902","Census Tract 4059.02, Alameda County, California","2979","276","496","192","366","135","31","28","1548","250","10","27","438","123","90","53","34","37","56","44",
"1400000US06001406000","Census Tract 4060, Alameda County, California","3344","288","799","230","498","175","10","16","1477","307","8","13","454","228","98","72","8","14","90","72",
"1400000US06001406100","Census Tract 4061, Alameda County, California","4659","587","1699","596","467","382","124","180","782","311","25","38","1474","627","88","61","0","12","88","61",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","4858","485","722","270","818","312","100","87","1244","335","113","130","1568","494","293","156","2","12","291","152",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","4751","325","1759","392","633","208","340","202","572","157","0","12","1234","337","213","83","63","50","150","69",
"1400000US06001406300","Census Tract 4063, Alameda County, California","4425","414","1032","248","1225","377","14","17","1161","297","0","12","764","202","229","171","132","145","97","58",
"1400000US06001406400","Census Tract 4064, Alameda County, California","2466","274","950","178","525","224","28","32","581","182","0","12","220","168","162","87","4","7","158","86",
"1400000US06001406500","Census Tract 4065, Alameda County, California","6055","533","1123","369","1006","289","112","181","1219","237","216","186","1995","486","384","206","55","70","329","198",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","5042","504","972","252","1129","269","111","134","1172","237","0","17","1100","446","558","359","173","230","385","242",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","2795","299","511","169","493","109","70","55","1095","307","5","10","492","230","129","61","28","27","101","59",
"1400000US06001406700","Census Tract 4067, Alameda County, California","4992","441","2763","410","694","198","43","67","1059","260","0","12","194","150","239","137","24","38","215","131",
"1400000US06001406800","Census Tract 4068, Alameda County, California","3510","222","1776","187","381","178","23","25","801","136","0","12","309","207","220","102","17","25","203","99",
"1400000US06001406900","Census Tract 4069, Alameda County, California","3708","263","1694","179","620","195","18","26","815","221","22","25","150","131","389","157","17","23","372","152",
"1400000US06001407000","Census Tract 4070, Alameda County, California","5924","695","1354","461","1024","329","99","119","1587","546","0","17","1224","549","636","432","199","236","437","354",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","3737","434","726","319","673","326","9","15","914","145","0","12","1350","453","65","56","9","15","56","54",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4416","570","1157","526","1026","260","55","73","604","188","126","200","1045","518","403","188","39","40","364","180",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6894","630","2366","507","642","305","58","67","866","308","2","4","2734","726","226","137","47","36","179","127",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2440","291","918","272","193","100","2","3","361","170","10","17","848","214","108","58","13","16","95","56",
"1400000US06001407400","Census Tract 4074, Alameda County, California","4399","529","643","298","942","207","20","29","495","147","14","26","2079","592","206","136","87","83","119","113",
"1400000US06001407500","Census Tract 4075, Alameda County, California","4560","455","789","397","1242","359","50","57","280","185","5","10","1859","589","335","275","89","130","246","240",
"1400000US06001407600","Census Tract 4076, Alameda County, California","6606","620","1157","306","2775","595","0","17","639","262","0","17","1331","474","704","334","56","65","648","337",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4288","320","1453","164","1978","304","0","12","335","121","41","51","154","107","327","143","48","72","279","129",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2734","261","1053","189","692","125","3","7","516","174","4","9","124","45","342","111","22","27","320","106",
"1400000US06001407900","Census Tract 4079, Alameda County, California","3074","312","1487","258","500","145","0","12","543","153","34","50","236","197","274","133","27","42","247","127",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2718","242","1601","164","294","143","17","19","539","137","4","7","145","77","118","66","23","21","95","61",
"1400000US06001408100","Census Tract 4081, Alameda County, California","6108","462","2616","366","1395","292","0","17","1239","172","0","17","278","132","580","188","159","98","421","159",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4455","408","1105","201","2221","371","98","84","224","127","49","56","287","200","471","205","39","48","432","194",
"1400000US06001408300","Census Tract 4083, Alameda County, California","5323","372","1382","235","1858","311","8","14","559","288","96","123","959","364","461","163","16","27","445","164",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3089","393","619","325","1163","375","0","12","116","121","15","18","1055","341","121","106","25","39","96","83",
"1400000US06001408500","Census Tract 4085, Alameda County, California","5997","544","350","224","2197","311","82","125","135","153","76","78","2876","505","281","160","129","95","152","107",
"1400000US06001408600","Census Tract 4086, Alameda County, California","6947","639","1198","578","2305","435","42","34","284","198","0","17","2621","803","497","288","131","120","366","265",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7628","776","1259","425","3438","640","0","17","170","152","0","17","2172","617","589","364","76","86","513","370",
"1400000US06001408800","Census Tract 4088, Alameda County, California","7054","704","652","277","2397","492","41","58","241","148","289","254","3231","761","203","137","171","129","32","38",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3115","290","568","238","986","215","0","12","136","91","33","30","1226","260","166","103","38","60","128","85",
"1400000US06001409000","Census Tract 4090, Alameda County, California","3904","335","617","215","1261","287","48","74","158","92","98","135","1470","345","252","201","175","194","77","50",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2327","283","692","345","877","209","83","106","80","79","0","12","406","231","189","103","29","47","160","94",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3577","297","369","121","1165","146","59","49","229","111","0","12","1476","314","279","147","88","90","191","116",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5433","508","912","378","1456","307","180","240","125","99","16","27","2589","516","155","114","26","36","129","108",
"1400000US06001409400","Census Tract 4094, Alameda County, California","5022","561","1326","487","907","227","0","17","413","299","14","22","2162","547","200","122","53","42","147","116",
"1400000US06001409500","Census Tract 4095, Alameda County, California","4272","352","992","291","1231","225","20","24","31","31","80","109","1781","380","137","98","64","65","73","75",
"1400000US06001409600","Census Tract 4096, Alameda County, California","5188","492","894","577","1204","416","15","21","198","174","18","22","2671","681","188","134","46","43","142","122",
"1400000US06001409700","Census Tract 4097, Alameda County, California","5183","616","984","337","1871","371","50","54","142","110","28","28","1822","530","286","136","111","73","175","111",
"1400000US06001409800","Census Tract 4098, Alameda County, California","3519","402","765","216","1789","359","8","11","313","250","0","12","226","178","418","252","73","106","345","241",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3680","392","1029","149","1766","267","13","20","227","82","0","12","104","78","541","303","58","51","483","289",
"1400000US06001410000","Census Tract 4100, Alameda County, California","3367","274","1298","268","1323","380","0","12","109","89","0","12","98","82","539","280","113","81","426","258",
"1400000US06001410100","Census Tract 4101, Alameda County, California","2674","256","558","152","1544","236","0","12","97","58","0","12","170","86","305","129","34","30","271","130",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3399","466","386","191","1803","345","0","12","133","134","104","132","853","351","120","110","22","41","98","97",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3851","309","1000","253","863","181","38","47","73","66","91","84","1561","329","225","158","125","146","100","67",
"1400000US06001410400","Census Tract 4104, Alameda County, California","4185","328","861","239","1426","231","108","115","427","154","20","23","1204","334","139","76","43","46","96","60",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2373","251","307","164","1512","226","8","13","349","122","17","18","123","91","57","36","6","9","51","34",
"1400000US06001426100","Census Tract 4261, Alameda County, California","6404","200","4906","244","82","94","16","24","1124","192","0","17","0","17","276","171","0","17","276","171",
"1400000US06001426200","Census Tract 4262, Alameda County, California","4904","202","3549","225","131","99","4","8","791","169","7","12","9","14","413","162","2","6","411","163",
"1400000US06001981900","Census Tract 9819, Alameda County, California","60","39","60","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US06001982000","Census Tract 9820, Alameda County, California","63","29","21","17","18","25","0","12","20","22","0","12","0","12","4","6","4","6","0","12",
"1400000US06001983200","Census Tract 9832, Alameda County, California","622","60","349","63","43","31","18","21","171","55","4","6","7","18","30","19","8","10","22","15",
"1600000US0653000","Oakland city, California","421042","74","152168","2613","99416","2258","3834","669","66182","2040","2672","542","67958","2733","28812","1691","5107","721","23705","1435",
"1600000US0656938","Piedmont city, California","11308","27","8455","320","213","125","20","29","1915","273","7","12","9","14","689","247","2","6","687","247",
